"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
HHS Regions,Region 3,2024,14,3598,147,146,8.14341,4.0856,4.05781
HHS Regions,Region 4,2024,14,6806,163,59,3.26183,2.39495,0.866882
HHS Regions,Region 5,2024,14,18332,904,1137,11.1335,4.93127,6.20227
HHS Regions,Region 6,2024,14,11934,300,316,5.16172,2.51383,2.6479
HHS Regions,Region 7,2024,14,5089,526,323,16.683,10.336,6.34702
HHS Regions,Region 8,2024,14,2011,69,71,6.96171,3.43113,3.53058
HHS Regions,Region 9,2024,14,15604,376,285,4.23609,2.40964,1.82645
HHS Regions,Region 10,2024,14,6349,209,125,5.26067,3.29186,1.96881
HHS Regions,Region 1,2024,15,5468,235,193,7.82736,4.29773,3.52963
HHS Regions,Region 2,2024,15,5678,163,184,6.11131,2.87073,3.24058
HHS Regions,Region 3,2024,15,3194,90,62,4.75892,2.81778,1.94114
HHS Regions,Region 4,2024,15,6608,75,40,1.74031,1.13499,0.605327
HHS Regions,Region 5,2024,15,16999,656,763,8.34755,3.85905,4.4885
HHS Regions,Region 6,2024,15,11641,221,251,4.05463,1.89846,2.15617
HHS Regions,Region 7,2024,15,4493,349,195,12.1077,7.76764,4.34008
HHS Regions,Region 8,2024,15,2050,83,54,6.68293,4.04878,2.63415
HHS Regions,Region 9,2024,15,15881,381,282,4.1748,2.39909,1.77571
HHS Regions,Region 10,2024,15,5961,136,104,4.02617,2.2815,1.74467
HHS Regions,Region 1,2024,16,4661,168,127,6.32911,3.60438,2.72474
HHS Regions,Region 2,2024,16,5354,94,125,4.0904,1.7557,2.3347
HHS Regions,Region 3,2024,16,2916,48,44,3.15501,1.64609,1.50892
HHS Regions,Region 4,2024,16,5650,71,33,1.84071,1.25664,0.584071
HHS Regions,Region 5,2024,16,15294,392,529,6.02197,2.5631,3.45887
HHS Regions,Region 6,2024,16,10920,191,195,3.5348,1.74908,1.78571
HHS Regions,Region 7,2024,16,4089,264,107,9.07312,6.45635,2.61678
HHS Regions,Region 8,2024,16,1788,46,34,4.47427,2.57271,1.90157
HHS Regions,Region 9,2024,16,15501,465,267,4.72228,2.99981,1.72247
HHS Regions,Region 10,2024,16,5649,127,90,3.84139,2.24819,1.5932
HHS Regions,Region 1,2024,17,4369,137,80,4.96681,3.13573,1.83108
HHS Regions,Region 2,2024,17,5489,109,81,3.46147,1.98579,1.47568
HHS Regions,Region 3,2024,17,2870,31,39,2.43902,1.08014,1.35889
HHS Regions,Region 4,2024,17,5562,50,26,1.36641,0.898957,0.467458
HHS Regions,Region 5,2024,17,14513,272,385,4.52698,1.87418,2.65279
HHS Regions,Region 6,2024,17,10639,131,169,2.81981,1.23132,1.5885
HHS Regions,Region 7,2024,17,4881,213,70,5.79799,4.36386,1.43413
HHS Regions,Region 8,2024,17,1822,31,22,2.90889,1.70143,1.20746
HHS Regions,Region 9,2024,17,14410,357,227,4.05274,2.47745,1.57529
HHS Regions,Region 10,2024,17,5656,165,73,4.20792,2.91726,1.29066
HHS Regions,Region 1,2024,18,4092,110,79,4.61877,2.68817,1.9306
HHS Regions,Region 2,2024,18,5305,126,65,3.60038,2.37512,1.22526
HHS Regions,Region 3,2024,18,2708,25,23,1.77253,0.923191,0.849335
HHS Regions,Region 4,2024,18,5159,61,17,1.51192,1.1824,0.329521
HHS Regions,Region 5,2024,18,13406,180,258,3.26719,1.34268,1.92451
HHS Regions,Region 6,2024,18,9365,135,92,2.42392,1.44154,0.982381
HHS Regions,Region 7,2024,18,3438,101,43,4.18848,2.93775,1.25073
HHS Regions,Region 8,2024,18,1761,31,19,2.8393,1.76036,1.07893
HHS Regions,Region 9,2024,18,9473,192,173,3.85306,2.02681,1.82624
HHS Regions,Region 10,2024,18,5425,145,47,3.53917,2.67281,0.866359
HHS Regions,Region 1,2024,19,4108,72,48,2.92113,1.75268,1.16845
HHS Regions,Region 2,2024,19,5068,71,36,2.11129,1.40095,0.710339
HHS Regions,Region 3,2024,19,2864,9,21,1.04749,0.314246,0.73324
HHS Regions,Region 4,2024,19,5611,41,15,0.99804,0.730708,0.267332
HHS Regions,Region 5,2024,19,12427,116,107,1.79448,0.933451,0.861028
HHS Regions,Region 6,2024,19,8973,114,51,1.83885,1.27048,0.568372
HHS Regions,Region 7,2024,19,3114,62,25,2.79383,1.99101,0.802826
HHS Regions,Region 8,2024,19,1753,33,6,2.22476,1.88249,0.34227
HHS Regions,Region 9,2024,19,4741,102,76,3.75448,2.15144,1.60304
HHS Regions,Region 10,2024,19,5416,187,66,4.67134,3.45273,1.21861
HHS Regions,Region 1,2024,20,3918,45,31,1.93977,1.14855,0.79122
HHS Regions,Region 2,2024,20,4651,34,21,1.18254,0.731026,0.451516
HHS Regions,Region 3,2024,20,2570,13,10,0.894942,0.505837,0.389105
HHS Regions,Region 4,2024,20,5545,39,8,0.84761,0.703336,0.144274
HHS Regions,Region 5,2024,20,11955,87,62,1.24634,0.727729,0.518611
HHS Regions,Region 6,2024,20,9005,99,52,1.67685,1.09939,0.577457
HHS Regions,Region 7,2024,20,2681,29,19,1.79038,1.08169,0.708691
HHS Regions,Region 8,2024,20,1618,29,2,1.91595,1.79234,0.123609
HHS Regions,Region 9,2024,20,4609,54,82,2.95075,1.17162,1.77913
HHS Regions,Region 10,2024,20,5490,166,67,4.24408,3.02368,1.2204
HHS Regions,Region 1,2024,21,3832,39,21,1.56576,1.01775,0.548017
HHS Regions,Region 2,2024,21,4915,49,25,1.5056,0.996948,0.508647
HHS Regions,Region 3,2024,21,2437,5,4,0.369307,0.20517,0.164136
HHS Regions,Region 4,2024,21,4758,24,9,0.693569,0.504414,0.189155
HHS Regions,Region 5,2024,21,11323,64,45,0.962642,0.565221,0.397421
HHS Regions,Region 6,2024,21,8889,88,31,1.33873,0.989988,0.348746
HHS Regions,Region 7,2024,21,2316,17,7,1.03627,0.734024,0.302245
HHS Regions,Region 8,2024,21,1586,21,2,1.45019,1.32409,0.126103
HHS Regions,Region 9,2024,21,4712,85,90,3.71392,1.8039,1.91002
HHS Regions,Region 10,2024,21,5594,146,54,3.57526,2.60994,0.96532
HHS Regions,Region 1,2024,22,3496,31,22,1.51602,0.886728,0.629291
HHS Regions,Region 2,2024,22,4552,40,5,0.988576,0.878735,0.109842
HHS Regions,Region 3,2024,22,2531,8,1,0.355591,0.316081,0.0395101
HHS Regions,Region 4,2024,22,3930,23,8,0.788804,0.585242,0.203562
HHS Regions,Region 5,2024,22,10433,72,19,0.872232,0.690118,0.182114
HHS Regions,Region 6,2024,22,7507,72,28,1.33209,0.959105,0.372985
HHS Regions,Region 7,2024,22,2009,23,1,1.19462,1.14485,0.049776
HHS Regions,Region 8,2024,22,1449,24,0,1.65631,1.65631,0
HHS Regions,Region 9,2024,22,4855,108,72,3.70752,2.22451,1.48301
HHS Regions,Region 10,2024,22,4632,161,26,4.03713,3.47582,0.561313
HHS Regions,Region 1,2024,23,2993,16,6,0.735048,0.534581,0.200468
HHS Regions,Region 2,2024,23,4164,24,8,0.768492,0.576369,0.192123
HHS Regions,Region 3,2024,23,2262,5,1,0.265252,0.221043,0.0442087
HHS Regions,Region 4,2024,23,3719,17,6,0.618446,0.457112,0.161334
HHS Regions,Region 5,2024,23,9825,83,23,1.07888,0.844784,0.234097
HHS Regions,Region 6,2024,23,8412,71,17,1.04612,0.844032,0.202092
HHS Regions,Region 7,2024,23,1984,15,1,0.806452,0.756048,0.0504032
HHS Regions,Region 8,2024,23,1331,10,1,0.826446,0.751315,0.0751315
HHS Regions,Region 9,2024,23,4549,116,58,3.82502,2.55001,1.27501
HHS Regions,Region 10,2024,23,4550,146,24,3.73626,3.20879,0.527473
HHS Regions,Region 1,2024,24,2866,18,4,0.76762,0.628053,0.139567
HHS Regions,Region 2,2024,24,3919,26,8,0.867568,0.663435,0.204134
HHS Regions,Region 3,2024,24,2261,9,2,0.48651,0.398054,0.0884564
HHS Regions,Region 4,2024,24,3820,26,2,0.732984,0.680628,0.052356
HHS Regions,Region 5,2024,24,9280,60,13,0.786638,0.646552,0.140086
HHS Regions,Region 6,2024,24,7394,62,11,0.987287,0.838518,0.148769
HHS Regions,Region 7,2024,24,1962,8,1,0.458716,0.407747,0.0509684
HHS Regions,Region 8,2024,24,1121,18,0,1.60571,1.60571,0
HHS Regions,Region 9,2024,24,4702,92,41,2.82858,1.95661,0.871969
HHS Regions,Region 10,2024,24,4620,106,31,2.96537,2.29437,0.670996
HHS Regions,Region 1,2024,25,2884,17,2,0.658807,0.589459,0.0693481
HHS Regions,Region 2,2024,25,4295,31,7,0.88475,0.721769,0.16298
HHS Regions,Region 3,2024,25,2106,5,0,0.237417,0.237417,0
HHS Regions,Region 4,2024,25,3412,14,6,0.586166,0.410317,0.17585
HHS Regions,Region 5,2024,25,8418,43,5,0.570207,0.51081,0.0593965
HHS Regions,Region 6,2024,25,7218,40,4,0.609587,0.55417,0.055417
HHS Regions,Region 7,2024,25,1796,11,0,0.612472,0.612472,0
HHS Regions,Region 8,2024,25,1259,7,1,0.635425,0.555997,0.0794281
HHS Regions,Region 9,2024,25,4248,84,31,2.70716,1.9774,0.729755
HHS Regions,Region 10,2024,25,4151,89,20,2.62587,2.14406,0.481812
HHS Regions,Region 1,2024,26,2906,21,3,0.825877,0.722643,0.103235
HHS Regions,Region 2,2024,26,3891,22,3,0.642508,0.565407,0.077101
HHS Regions,Region 3,2024,26,2054,4,0,0.194742,0.194742,0
HHS Regions,Region 4,2024,26,3890,12,2,0.359897,0.308483,0.0514139
HHS Regions,Region 5,2024,26,8186,44,6,0.610799,0.537503,0.0732959
HHS Regions,Region 6,2024,26,7436,40,4,0.591716,0.537924,0.0537924
HHS Regions,Region 7,2024,26,1745,4,1,0.286533,0.229226,0.0573066
HHS Regions,Region 8,2024,26,1222,11,0,0.900164,0.900164,0
HHS Regions,Region 9,2024,26,2707,57,16,2.69671,2.10565,0.59106
HHS Regions,Region 10,2024,26,3913,79,9,2.24891,2.01891,0.230003
HHS Regions,Region 1,2024,27,2858,19,1,0.69979,0.664801,0.0349895
HHS Regions,Region 2,2024,27,3976,27,1,0.704225,0.679074,0.0251509
HHS Regions,Region 3,2024,27,2023,8,0,0.395452,0.395452,0
HHS Regions,Region 4,2024,27,3771,15,6,0.556881,0.397772,0.159109
HHS Regions,Region 5,2024,27,8053,40,3,0.533962,0.496709,0.0372532
HHS Regions,Region 6,2024,27,7369,47,5,0.705659,0.637807,0.0678518
HHS Regions,Region 7,2024,27,1660,14,2,0.963855,0.843373,0.120482
HHS Regions,Region 8,2024,27,1185,18,4,1.85654,1.51899,0.337553
HHS Regions,Region 9,2024,27,3680,101,9,2.98913,2.74457,0.244565
HHS Regions,Region 10,2024,27,3642,55,2,1.56507,1.51016,0.0549149
HHS Regions,Region 1,2024,28,3138,20,1,0.669216,0.637349,0.0318674
HHS Regions,Region 2,2024,28,3785,17,0,0.449141,0.449141,0
HHS Regions,Region 3,2024,28,2208,16,2,0.815217,0.724638,0.0905797
HHS Regions,Region 4,2024,28,4225,21,10,0.733728,0.497041,0.236686
HHS Regions,Region 5,2024,28,9275,38,4,0.45283,0.409704,0.0431267
HHS Regions,Region 6,2024,28,7694,48,6,0.701846,0.623863,0.0779828
HHS Regions,Region 7,2024,28,1954,7,2,0.460594,0.35824,0.102354
HHS Regions,Region 8,2024,28,1468,11,2,0.885559,0.749319,0.13624
HHS Regions,Region 9,2024,28,3809,96,4,2.62536,2.52035,0.105014
HHS Regions,Region 10,2024,28,3756,30,8,1.01171,0.798722,0.212993
HHS Regions,Region 1,2024,29,2996,17,1,0.600801,0.567423,0.0333778
HHS Regions,Region 2,2024,29,3855,22,3,0.648508,0.570687,0.077821
HHS Regions,Region 3,2024,29,2188,5,2,0.319927,0.228519,0.0914077
HHS Regions,Region 4,2024,29,3948,16,6,0.557244,0.405268,0.151976
HHS Regions,Region 5,2024,29,9755,32,2,0.348539,0.328037,0.0205023
HHS Regions,Region 6,2024,29,8091,40,5,0.556174,0.494376,0.0617971
HHS Regions,Region 7,2024,29,1923,4,1,0.26001,0.208008,0.0520021
HHS Regions,Region 8,2024,29,1476,12,1,0.880759,0.813008,0.0677507
HHS Regions,Region 9,2024,29,3727,87,6,2.4953,2.33432,0.160987
HHS Regions,Region 10,2024,29,3466,21,4,0.721293,0.605886,0.115407
HHS Regions,Region 1,2024,30,3257,11,1,0.368437,0.337734,0.0307031
HHS Regions,Region 2,2024,30,4001,16,0,0.3999,0.3999,0
HHS Regions,Region 3,2024,30,2381,6,0,0.251995,0.251995,0
HHS Regions,Region 4,2024,30,4416,11,10,0.475543,0.249094,0.226449
HHS Regions,Region 5,2024,30,10380,37,7,0.423892,0.356455,0.0674374
HHS Regions,Region 6,2024,30,9048,41,5,0.5084,0.453139,0.0552608
HHS Regions,Region 7,2024,30,2079,0,0,0,0,0
HHS Regions,Region 8,2024,30,1544,8,0,0.518135,0.518135,0
HHS Regions,Region 9,2024,30,3559,77,4,2.27592,2.16353,0.112391
HHS Regions,Region 10,2024,30,3478,32,0,0.920069,0.920069,0
HHS Regions,Region 1,2024,31,3419,16,1,0.497221,0.467973,0.0292483
HHS Regions,Region 2,2024,31,4078,11,1,0.294262,0.26974,0.0245218
HHS Regions,Region 3,2024,31,2526,4,0,0.158353,0.158353,0
HHS Regions,Region 4,2024,31,4423,11,12,0.520009,0.2487,0.271309
HHS Regions,Region 5,2024,31,10301,30,6,0.349481,0.291234,0.0582468
HHS Regions,Region 6,2024,31,9418,35,6,0.435337,0.371629,0.0637078
HHS Regions,Region 7,2024,31,2182,1,0,0.0458295,0.0458295,0
HHS Regions,Region 8,2024,31,1500,9,0,0.6,0.6,0
HHS Regions,Region 9,2024,31,3774,76,8,2.22576,2.01378,0.211977
HHS Regions,Region 10,2024,31,3504,22,3,0.71347,0.627854,0.0856164
HHS Regions,Region 1,2024,32,3582,11,0,0.307091,0.307091,0
HHS Regions,Region 2,2024,32,4118,10,0,0.242836,0.242836,0
HHS Regions,Region 3,2024,32,3018,11,0,0.36448,0.36448,0
HHS Regions,Region 4,2024,32,4766,13,8,0.440621,0.272765,0.167856
HHS Regions,Region 5,2024,32,10801,39,5,0.40737,0.361078,0.046292
HHS Regions,Region 6,2024,32,9350,29,3,0.342246,0.31016,0.0320856
HHS Regions,Region 7,2024,32,2379,5,1,0.252207,0.210172,0.0420345
HHS Regions,Region 8,2024,32,1481,6,0,0.405132,0.405132,0
HHS Regions,Region 9,2024,32,3742,56,6,1.65687,1.49653,0.160342
HHS Regions,Region 10,2024,32,3346,19,4,0.687388,0.567842,0.119546
HHS Regions,Region 1,2024,33,3668,5,5,0.272628,0.136314,0.136314
HHS Regions,Region 2,2024,33,4343,21,0,0.483537,0.483537,0
HHS Regions,Region 3,2024,33,3091,3,0,0.097056,0.097056,0
HHS Regions,Region 4,2024,33,5860,13,12,0.426621,0.221843,0.204778
HHS Regions,Region 5,2024,33,11845,31,3,0.287041,0.261714,0.0253271
HHS Regions,Region 6,2024,33,10018,44,0,0.439209,0.439209,0
HHS Regions,Region 7,2024,33,2463,4,0,0.162404,0.162404,0
HHS Regions,Region 8,2024,33,1701,2,1,0.176367,0.117578,0.0587889
HHS Regions,Region 9,2024,33,3952,51,4,1.3917,1.29049,0.101215
HHS Regions,Region 10,2024,33,3567,27,2,0.813008,0.756939,0.0560695
HHS Regions,Region 1,2024,34,3740,9,2,0.294118,0.240642,0.0534759
HHS Regions,Region 2,2024,34,4371,9,0,0.205903,0.205903,0
HHS Regions,Region 3,2024,34,3354,4,0,0.119261,0.119261,0
HHS Regions,Region 4,2024,34,6390,20,10,0.469484,0.312989,0.156495
HHS Regions,Region 5,2024,34,11757,31,5,0.306201,0.263673,0.0425279
HHS Regions,Region 6,2024,34,11992,54,6,0.500334,0.4503,0.0500334
HHS Regions,Region 7,2024,34,2779,4,1,0.179921,0.143937,0.0359842
HHS Regions,Region 8,2024,34,1799,4,0,0.222346,0.222346,0
HHS Regions,Region 9,2024,34,4113,59,4,1.53173,1.43448,0.0972526
HHS Regions,Region 10,2024,34,3515,11,2,0.369844,0.312945,0.056899
HHS Regions,Region 1,2024,35,3644,4,7,0.301866,0.109769,0.192097
HHS Regions,Region 2,2024,35,4475,9,0,0.201117,0.201117,0
HHS Regions,Region 3,2024,35,3615,7,0,0.193638,0.193638,0
HHS Regions,Region 4,2024,35,9024,13,5,0.199468,0.14406,0.0554078
HHS Regions,Region 5,2024,35,13327,36,7,0.322653,0.270128,0.0525249
HHS Regions,Region 6,2024,35,12780,54,13,0.524257,0.422535,0.101721
HHS Regions,Region 7,2024,35,3039,10,0,0.329056,0.329056,0
HHS Regions,Region 8,2024,35,2097,4,0,0.190749,0.190749,0
HHS Regions,Region 9,2024,35,4117,58,4,1.50595,1.40879,0.0971581
HHS Regions,Region 10,2024,35,3556,16,1,0.478065,0.449944,0.0281215
HHS Regions,Region 1,2024,36,3792,17,4,0.553797,0.448312,0.105485
HHS Regions,Region 2,2024,36,4496,9,0,0.200178,0.200178,0
HHS Regions,Region 3,2024,36,3617,6,0,0.165883,0.165883,0
HHS Regions,Region 4,2024,36,8375,18,10,0.334328,0.214925,0.119403
HHS Regions,Region 5,2024,36,13823,33,5,0.274904,0.238733,0.0361716
HHS Regions,Region 6,2024,36,11928,57,4,0.511402,0.477867,0.0335345
HHS Regions,Region 7,2024,36,4149,3,1,0.0964088,0.0723066,0.0241022
HHS Regions,Region 8,2024,36,2026,8,0,0.394867,0.394867,0
HHS Regions,Region 9,2024,36,3902,61,1,1.58893,1.5633,0.0256279
HHS Regions,Region 10,2024,36,3564,22,4,0.729517,0.617284,0.112233
HHS Regions,Region 1,2024,37,4255,14,3,0.39953,0.329025,0.0705053
HHS Regions,Region 2,2024,37,5192,10,1,0.211864,0.192604,0.0192604
HHS Regions,Region 3,2024,37,3816,5,0,0.131027,0.131027,0
HHS Regions,Region 4,2024,37,6160,14,7,0.340909,0.227273,0.113636
HHS Regions,Region 5,2024,37,16254,56,3,0.362988,0.344531,0.018457
HHS Regions,Region 6,2024,37,11543,61,4,0.563112,0.528459,0.034653
HHS Regions,Region 7,2024,37,4599,6,3,0.195695,0.130463,0.0652316
HHS Regions,Region 8,2024,37,2061,8,1,0.436681,0.388161,0.0485201
HHS Regions,Region 9,2024,37,4369,61,1,1.41909,1.3962,0.0228885
HHS Regions,Region 10,2024,37,4100,36,3,0.95122,0.878049,0.0731707
HHS Regions,Region 1,2024,38,4921,8,5,0.264174,0.162569,0.101605
HHS Regions,Region 2,2024,38,6117,22,4,0.425045,0.359653,0.0653915
HHS Regions,Region 3,2024,38,3735,1,0,0.0267738,0.0267738,0
HHS Regions,Region 4,2024,38,6088,22,8,0.492773,0.361367,0.131406
HHS Regions,Region 5,2024,38,16664,59,15,0.444071,0.354057,0.0900144
HHS Regions,Region 6,2024,38,11244,79,4,0.738171,0.702597,0.0355745
HHS Regions,Region 7,2024,38,4401,18,2,0.454442,0.408998,0.0454442
HHS Regions,Region 8,2024,38,1617,3,0,0.185529,0.185529,0
HHS Regions,Region 9,2024,38,4096,59,1,1.46484,1.44043,0.0244141
HHS Regions,Region 10,2024,38,4352,24,2,0.597426,0.551471,0.0459559
HHS Regions,Region 1,2024,39,4686,8,7,0.320102,0.170721,0.149381
HHS Regions,Region 2,2024,39,6039,10,4,0.231826,0.16559,0.0662361
HHS Regions,Region 3,2024,39,3205,8,1,0.280811,0.24961,0.0312012
HHS Regions,Region 4,2024,39,5086,23,11,0.668502,0.452222,0.21628
HHS Regions,Region 5,2024,39,15249,43,17,0.393468,0.281986,0.111483
HHS Regions,Region 6,2024,39,8640,55,4,0.68287,0.636574,0.0462963
HHS Regions,Region 7,2024,39,4116,15,2,0.413022,0.364431,0.0485909
HHS Regions,Region 8,2024,39,1772,5,3,0.451467,0.282167,0.1693
HHS Regions,Region 9,2024,39,4057,52,9,1.50357,1.28174,0.221839
HHS Regions,Region 10,2024,39,4571,25,2,0.59068,0.546926,0.0437541
HHS Regions,Region 1,2024,40,4884,16,3,0.389025,0.3276,0.0614251
HHS Regions,Region 2,2024,40,5443,16,1,0.312328,0.293956,0.0183722
HHS Regions,Region 3,2024,40,3818,6,0,0.15715,0.15715,0
HHS Regions,Region 4,2024,40,6347,27,9,0.567197,0.425398,0.141799
HHS Regions,Region 5,2024,40,16683,51,21,0.431577,0.3057,0.125877
HHS Regions,Region 6,2024,40,9356,70,4,0.790936,0.748183,0.0427533
HHS Regions,Region 7,2024,40,4556,10,5,0.329236,0.219491,0.109745
HHS Regions,Region 8,2024,40,1826,9,0,0.492881,0.492881,0
HHS Regions,Region 9,2024,40,8413,139,5,1.71164,1.6522,0.0594318
HHS Regions,Region 10,2024,40,4839,46,8,1.11593,0.95061,0.165323
HHS Regions,Region 1,2024,41,4896,9,4,0.265523,0.183824,0.0816993
HHS Regions,Region 2,2024,41,5507,6,3,0.163428,0.108952,0.0544761
HHS Regions,Region 3,2024,41,3854,7,1,0.207577,0.181629,0.0259471
HHS Regions,Region 4,2024,41,5518,20,9,0.525553,0.36245,0.163103
HHS Regions,Region 5,2024,41,17190,57,15,0.418848,0.331588,0.08726
HHS Regions,Region 6,2024,41,9433,86,6,0.975299,0.911693,0.0636065
HHS Regions,Region 7,2024,41,4912,14,2,0.325733,0.285016,0.0407166
HHS Regions,Region 8,2024,41,1811,14,0,0.773054,0.773054,0
HHS Regions,Region 9,2024,41,11989,168,10,1.48469,1.40128,0.0834098
HHS Regions,Region 10,2024,41,4605,33,4,0.803474,0.716612,0.0868621
HHS Regions,Region 1,2024,42,4921,14,4,0.365779,0.284495,0.0812843
HHS Regions,Region 2,2024,42,5386,13,3,0.297066,0.241367,0.0557
HHS Regions,Region 3,2024,42,3935,14,0,0.355781,0.355781,0
HHS Regions,Region 4,2024,42,6664,30,9,0.585234,0.45018,0.135054
HHS Regions,Region 5,2024,42,17406,46,10,0.321728,0.264277,0.0574515
HHS Regions,Region 6,2024,42,9436,93,14,1.13396,0.985587,0.148368
HHS Regions,Region 7,2024,42,6207,14,2,0.257773,0.225552,0.0322217
HHS Regions,Region 8,2024,42,1721,10,1,0.639163,0.581058,0.0581058
HHS Regions,Region 9,2024,42,12259,182,13,1.59067,1.48462,0.106045
HHS Regions,Region 10,2024,42,4829,49,7,1.15966,1.0147,0.144958
HHS Regions,Region 1,2024,43,5344,32,9,0.767216,0.598802,0.168413
HHS Regions,Region 2,2024,43,6318,16,1,0.269072,0.253245,0.0158278
HHS Regions,Region 3,2024,43,4197,25,3,0.667143,0.595664,0.0714796
HHS Regions,Region 4,2024,43,6159,43,16,0.957948,0.698165,0.259782
HHS Regions,Region 5,2024,43,17946,63,23,0.479215,0.351053,0.128162
HHS Regions,Region 6,2024,43,9679,127,15,1.46709,1.31212,0.154975
HHS Regions,Region 7,2024,43,6318,25,1,0.411523,0.395695,0.0158278
HHS Regions,Region 8,2024,43,1954,13,1,0.716479,0.665302,0.0511771
HHS Regions,Region 9,2024,43,12954,250,11,2.01482,1.92991,0.0849159
HHS Regions,Region 10,2024,43,4730,49,6,1.16279,1.03594,0.12685
HHS Regions,Region 1,2024,44,4685,26,9,0.747065,0.554963,0.192102
HHS Regions,Region 2,2024,44,5213,28,1,0.556302,0.537119,0.0191828
HHS Regions,Region 3,2024,44,4114,20,3,0.559067,0.486145,0.0729217
HHS Regions,Region 4,2024,44,7189,64,8,1.00153,0.890249,0.111281
HHS Regions,Region 5,2024,44,18191,116,22,0.758617,0.637678,0.120939
HHS Regions,Region 6,2024,44,9989,153,7,1.60176,1.53168,0.0700771
HHS Regions,Region 7,2024,44,6285,50,6,0.89101,0.795545,0.0954654
HHS Regions,Region 8,2024,44,2000,19,0,0.95,0.95,0
HHS Regions,Region 9,2024,44,13123,300,15,2.40037,2.28606,0.114303
HHS Regions,Region 10,2024,44,4467,67,3,1.56705,1.49989,0.0671592
HHS Regions,Region 1,2024,45,5055,30,8,0.751731,0.593472,0.158259
HHS Regions,Region 2,2024,45,5080,37,5,0.826772,0.728346,0.0984252
HHS Regions,Region 3,2024,45,4070,27,3,0.737101,0.663391,0.0737101
HHS Regions,Region 4,2024,45,6148,54,8,1.00846,0.878334,0.130124
HHS Regions,Region 5,2024,45,17651,134,7,0.798822,0.759164,0.0396578
HHS Regions,Region 6,2024,45,10485,226,13,2.27945,2.15546,0.123987
HHS Regions,Region 7,2024,45,6388,32,7,0.61052,0.500939,0.10958
HHS Regions,Region 8,2024,45,1935,28,0,1.44703,1.44703,0
HHS Regions,Region 9,2024,45,14946,432,28,3.07775,2.89041,0.187341
HHS Regions,Region 10,2024,45,4957,88,5,1.87613,1.77527,0.100867
HHS Regions,Region 1,2024,46,4923,22,11,0.670323,0.446882,0.223441
HHS Regions,Region 2,2024,46,5402,25,5,0.55535,0.462792,0.0925583
HHS Regions,Region 3,2024,46,4500,42,3,1,0.933333,0.0666667
HHS Regions,Region 4,2024,46,7470,82,10,1.23159,1.09772,0.133869
HHS Regions,Region 5,2024,46,18851,184,15,1.05565,0.976076,0.0795714
HHS Regions,Region 6,2024,46,11629,322,23,2.96672,2.76894,0.197781
HHS Regions,Region 7,2024,46,6089,27,7,0.558384,0.443423,0.114961
HHS Regions,Region 8,2024,46,2004,37,0,1.84631,1.84631,0
HHS Regions,Region 9,2024,46,15962,702,44,4.6736,4.39795,0.275655
HHS Regions,Region 10,2024,46,5129,161,8,3.29499,3.13901,0.155976
HHS Regions,Region 1,2024,47,5267,32,17,0.930321,0.607556,0.322764
HHS Regions,Region 2,2024,47,5365,51,6,1.06244,0.950606,0.111836
HHS Regions,Region 3,2024,47,4805,53,6,1.22789,1.10302,0.12487
HHS Regions,Region 4,2024,47,6558,63,11,1.12839,0.960659,0.167734
HHS Regions,Region 5,2024,47,20266,225,9,1.15464,1.11023,0.0444094
HHS Regions,Region 6,2024,47,12863,468,25,3.8327,3.63834,0.194356
HHS Regions,Region 7,2024,47,6970,47,7,0.774749,0.674319,0.10043
HHS Regions,Region 8,2024,47,2026,37,4,2.02369,1.82626,0.197433
HHS Regions,Region 9,2024,47,17458,1031,66,6.28365,5.9056,0.37805
HHS Regions,Region 10,2024,47,5155,284,16,5.81959,5.50921,0.310378
HHS Regions,Region 1,2024,48,5024,53,8,1.21417,1.05494,0.159236
HHS Regions,Region 2,2024,48,4949,90,6,1.93979,1.81855,0.121237
HHS Regions,Region 3,2024,48,4358,70,3,1.67508,1.60624,0.0688389
HHS Regions,Region 4,2024,48,7727,151,12,2.10949,1.95419,0.1553
HHS Regions,Region 5,2024,48,18128,268,12,1.54457,1.47838,0.0661959
HHS Regions,Region 6,2024,48,12263,605,22,5.11294,4.93354,0.179401
HHS Regions,Region 7,2024,48,7405,93,9,1.37745,1.25591,0.12154
HHS Regions,Region 8,2024,48,2003,82,1,4.14378,4.09386,0.0499251
HHS Regions,Region 9,2024,48,16746,1415,84,8.95139,8.44978,0.501612
HHS Regions,Region 10,2024,48,5205,295,30,6.244,5.66763,0.576369
HHS Regions,Region 1,2024,49,5921,103,22,2.11113,1.73957,0.371559
HHS Regions,Region 2,2024,49,5798,160,13,2.98379,2.75957,0.224215
HHS Regions,Region 3,2024,49,4878,131,2,2.72653,2.68553,0.0410004
HHS Regions,Region 4,2024,49,8261,193,9,2.44522,2.33628,0.108946
HHS Regions,Region 5,2024,49,22245,560,22,2.61632,2.51742,0.0988986
HHS Regions,Region 6,2024,49,13991,802,33,5.96812,5.73226,0.235866
HHS Regions,Region 7,2024,49,7850,236,9,3.12102,3.00637,0.11465
